query,gold_score,label_source,source
How did the Getty Museum in Los Angeles respond to the global pandemic?,3,claude,pool_v6
List three sites of historical importance in London.,1,claude,pool_v6
"Tell me which of these stores sells furnitures: Safeway, dollar tree, HEB, IKEA, home depot, walmart",1,claude,pool_v6
What is the Masters?,1,claude,pool_v6
"Tell me whether these are cats or dogs: French Bulldogs, Ragdoll, British Shorthair, Labrador, Retrievers, Golden Retrievers, German Shepherds, Maine Coon, Poodles, Bulldogs, Persian, Rottweilers, Devon Rex, Beagles.",1,claude,pool_v6
Please generate a unique passphrase for a user.,1,claude,pool_v6
What are the functions of the different regions of the human brain and how do they work together to control various bodily and cognitive processes?,5,claude,pool_v6
"Given a political opinion essay, detect fallacies within the text.",4,claude,pool_v6
"Please summarize the key skills and qualifications typically required for Branch Manager roles in Sales & Marketing, based on the job postings currently available on eFinancialCareers. Generate according to: Apply now for Branch Manager jobs in Sales & Marketing. 768 positions are currently open at eFinancialCareers. Sales & Marketing, Branch Manager: currently 768 jobs.The latest job was posted on 23 Apr 19.",2,claude,pool_v6
What is the objective of hockey?,1,claude,pool_v6
Imagine you are writing a book about a magical creature. Invite the reader to experience this creature's life.,2,claude,pool_v6
Design an algorithm to find all articulation points and bridges in an undirected graph in O(V+E) using DFS low-link values.,7,claude,pool_v6
How can I write a Java program to change the brightness of an image? I want to achieve the same effect as if a light is shining through a window onto the image.,4,claude,pool_v6
"Develop a curriculum for a full-day community workshop that covers the link between poverty, mental health, and trauma, and the significance of using healing-centered approaches. The workshop should include interactive activities, guest speakers, and case studies. Ensure that the content is accessible to a diverse range of literacy levels and that the information is presented in a culturally sensitive manner. Provide resources for attendees to access further information or support.",7,claude,pool_v6
Write an algorithm with pseudocode for searching through a list of numbers for a particular value.,1,claude,pool_v6
"Among rock musicians of the late 20th century, tell me which of the following are singers or drummers: Bon Scott, Tommy Lee, Sebastian Bach, Robert Mason, Phil Rudd, Alex Van Halen, Mick Brown, Klaus Meine, David Lee Roth, Rob Halford",3,claude,pool_v6
List 3 advantages of cloud computing.,1,claude,pool_v6
"Suppose you are applying for a management position and you're asked why you want the job, how would you respond?",3,claude,pool_v6
Write a review for a car rental agency that frequently overcharged you.,2,claude,pool_v6
Explain the vanishing gradient problem in vanilla RNNs and derive how LSTM gating mitigates it via the constant error carousel.,7,claude,pool_v6
Prove that textbook RSA encryption is malleable and design a chosen-ciphertext attack exploiting this against a naive signature scheme.,9,claude,pool_v6
Come up with a quiz question and the correct answer.,2,claude,pool_v6
What were the most significant rituals associated with ancient Egyptian burial practices?,3,claude,pool_v6
"What is the largest number in a list of n numbers, where each number is denoted by $a_i$, and the largest number $a_k$ is the only number not smaller than any of the other numbers in the list? Use your skills in logic and math to crack the code and find the value of $a_k$.",2,claude,pool_v6
Name five sports and the countries they originated in.,2,claude,pool_v6
"How does the Greenfirst natural dust mite treatment work and what makes it unique? Answer according to: The Greenfirst Soft Pillow features a 100% cotton cover that has been treated with the Greenfirst's natural dust mite treatment. The only dust mite treatment in the world that is 100% natural , no chemicals , kills dust mites with 24 hours on contract. It is based on the extracts from lemon, lavender and eucalyptus plants. Generous microfibre filling designed for a soft filling that is ideal for those that like to sleep on their stomach. Excellent pillows. Have just bought more of them. I bought this pillow thinking it would be like sleeping on a fluffy cloud....nope far from it, it keeps me awake all night due to the crunchy sounds of the fabric every time you move your head, and it just dosn't have that fluff factor. It's only good for the spare room...off to buy another pillow! The best pillow I've ever had. This is the best pillow I've ever had.",2,claude,pool_v6
What is User Acceptance Testing?,1,claude,pool_v6
Generate a few questions to ask a person about their favorite hobby.,1,claude,pool_v6
Create a quiz with four multiple choice questions related to a topic.,3,claude,pool_v6
Design a simple mark-and-sweep garbage collector's root-set identification strategy for a stack-based interpreter.,6,claude,pool_v6
What is Paris-Brest named after?,1,claude,pool_v6
What is the Kentucky Derby Trophy,1,claude,pool_v6
Generate a haiku poem.,2,claude,pool_v6
Evaluate the mentioned argument and determine whether it is deductive or inductive. Explain your reasoning.,3,claude,pool_v6
"Design a genome-assembly polishing step that uses raw-signal (squiggle) data from nanopore sequencing rather than base-called sequence, and explain why this can correct errors that base-level polishing misses.",9,claude,pool_v6
"What is the pecking order in a flock of chickens, and how is it established?",2,claude,pool_v6
What are the best superhero movies of 2022 ?,1,claude,pool_v6
Are there any unique stories or anecdotes associated with the Order of the Star of India that exemplify its values or ideals?,3,claude,pool_v6
Develop a visually striking and eco-friendly packaging design for a new brand of gluten-free and kosher certified organic potato chips. Consider including clear nutritional information and highlighting any special flavor profiles or ingredients used. The packaging should be durable and stand out on a crowded snack shelf.,6,claude,pool_v6
Give me a list of the best French rugby players ever,2,claude,pool_v6
"On a scale of 1-10, how important are public transportation systems?",1,claude,pool_v6
"Could you paraphrase the paragraph that describes Tim Morris' personal life, including his interests, hobbies, and relationships? Answer according to: Rock bassist, published poet and academic, Tim Morris, is having a helluva time waiting for home owners to relieve him while on house sitting assignment. The vagaries of electricity supply and the wind seem to be his undoing. But baseball in the dark? Here at MindMyHouse we don’t recommend this! There is nowhere for going or moving. and the hum of the dishwasher. on the roof that awoke me. won’t fit in the not-hungry trashcan. I can’t remember the name. Tim morris lives in Richmond Virginia where he is slowly working on a Master's from Brooklyn College. Previous work has appeared in The Diagram, Philadelphia Poets and The Drama. He plays bass in a rock outfit called Ultra Dolphins, hangs out with his dog, gets sick a lot, sleeps in, eats tofu and makes off-color jokes with his sweetheart.",3,claude,pool_v6
Summarize the key ideas of this article,3,claude,pool_v6
"A chemical company produces two types of chemicals, Chemical X and Chemical Y, which can be sold at prices of $10 and $15 per gallon, respectively. The production process involves two stages: mixing the raw ingredients and then refining the mixture. Each gallon of Chemical X requires 2 hours of mixing and 3 hours of refining. Each gallon of Chemical Y requires 1 hour of mixing and 4 hours of refining. The company has 500 hours of mixing and 700 hours of refining time available each month. How many gallons of each chemical should the company produce in order to maximize its revenue, and what will be the maximum revenue?",6,claude,pool_v6
"What is the argument that most accurately supports the title, “Religious Education Should Not Be Taught in Public Schools”?",3,claude,pool_v6
Translate the following English sentence into French: 'I love going to the beach during summer.',1,claude,pool_v6
Generate a list of five positive attitudes.,1,claude,pool_v6
Add some relevant dialogue to the following story.,3,claude,pool_v6
Can you describe the role of faculty mentors in supporting graduate research at Northwestern University?,2,claude,pool_v6
"David Burnett is an award winning magazine photojournalist who has four decades of work covering the news, people and the ""visual tempo of our age"". David has worked in nearly 80 countries and has covered the Iranian Revoution, the drought in Africa, every presidential election since 1976, the summer Olympic Games since 1984 and many everyday events. David started out working in 35mm film and continues to use various cameras in his equipment bag including a 4x5 Speed graphic, a $30 Holga plastic camera, a Mamiya 6, as well as digital SLRs. He considers each camera to do something appropriate for the moment in question and chooses whichever he thinks suits best. David is co-founder of New York based photojournalism agency Contact Press Images, which is in its 37th year. He has won virtually every award possible for magazine photojournalism and American Photo magazine recently named him one of the most ""100 Important People in Photography"". David has several books to his name including one titled ""Soul Rebel"" illustrating intimate moments of reggae legend Bob Marley. David was first sent to Kingston Jamaica to photograph Bob at his home for TIME magazine. David ended up capturing intimate portraits of Bob and the rarely depicted reggae scene and went on to photograph Bob Marley and the Wailers on their European Exodus tour in 1977. ""Soul Rebel"", not published until 2009, shows the photos taken during this time. What is Contact Press Images, and what role did David Burnett play in its founding and success?",3,claude,pool_v6
"What are some effective strategies for meal prepping, and can you provide a sample grocery list and menu for a week's worth of healthy and tasty meals?",4,claude,pool_v6
Can you describe the religious and cultural differences between the Crusaders and the local population in Cilicia and how they interacted with each other during the occupation?,6,claude,pool_v6
"If Rosslyn Mountain Boys had produced two more albums, how many albums would they have produced?",2,claude,pool_v6
Which of the following are deciduous trees? Abies concolor Acer rubrum Acer saccharinum Cornus florida Gleditsia triacanthos Picea glauca picea pungens Picea abies Pinus strobus Quercus rubra,4,claude,pool_v6
"What are the four exciting flavors of Enjoy Life Foods Crunchy Cookies? Answer according to: So You've Probably Seen Enjoy Life Foods Around Here On The Blog & Today I Have Another Sweet Treat For Ya! My Big Guy Has Been In School For A Few Weeks & He's Doing Great Eating Gluten-Free! In Our Household I Love Feeding My Children Healthy & All Natural Food's, So I Was Excited To Introduce My Big Guy To Enjoy Life Foods Crunchy Cookies! Available In Four Exciting Flavors Like Chocolate Chip, Double Chocolate, Sugar Crips & Vanilla Honey Graham! Like All Enjoy Life Foods Products They Are Dairy, Nut & Gluten-Free, These Cookies Contain No Artificial Ingredients Or Trans Fat! These Yummy Cookies Won't Last Long In Your House! Want To Find Out More About Enjoy Life Foods? Check Out My Previous Post HERE! You Can Purchase Enjoy Life Foods At Natural Food Stores Or Online! Connect W/ Enjoy Life Foods On Facebook, Twitter & Pinterest!",1,claude,pool_v6
"In no more than 500 words, write a detailed description of a land of giants and their daily activities, incorporating sensory details, character development, and an overarching theme. Use vivid language to immerse the reader in this fantastical world and make them feel as though they are experiencing it firsthand. Consider including elements of humor, intrigue, and conflict to create a compelling narrative. Be sure to describe the giants' interactions with each other and their surrounding environment, as well as their customs, beliefs, and values. Additionally, explore how their size and strength impact their relationships and experiences, and how they navigate challenges unique to their stature.",6,claude,pool_v6
classify the following as mammals vs reptiles: goat snake cockroach pig dog caterpillar lion,1,claude,pool_v6
What does it mean to be customer obsessed or achieve customer obsession?,2,claude,pool_v6
To which London club did Mycroft Holmes belong,1,claude,pool_v6
Design a quota-enforcement system for a shared multi-tenant object store that must reclaim over-quota usage gracefully without deleting a tenant's most recently written objects first.,7,claude,pool_v6
What is the type of inorganic solid formed by the combination of a metal and a non-metal? Provide an example of this type of solid and explain why it belongs to this category.,2,claude,pool_v6
What are the primary elements of Odissi dance?,2,claude,pool_v6
Design a 3 word slogan for a film production company.,1,claude,pool_v6
"Create a comprehensive guide that covers all aspects of hosting a successful paint and sip party, including but not limited to selecting the right location, choosing appropriate art supplies, planning a theme or design, selecting appropriate food and beverages, hiring experienced instructors, and marketing the event effectively. Your guide should be engaging, visually appealing, and easy to follow, with step-by-step instructions and tips for creating an unforgettable painting party experience.",5,claude,pool_v6
"Identify which instrument is string or percussion: Maram, Phin",1,claude,pool_v6
What is conditional probability?,2,claude,pool_v6
Give three reasons why people prefer a laptop to a desktop.,1,claude,pool_v6
"In a trust game, player 1 is given $100 and must decide how much to send to player 2. The amount sent is then tripled, and player 2 decides how much of the tripled amount to send back to player 1. If player 2 sends back $150, how much did player 1 send?",3,claude,pool_v6
"Provide an in-depth analysis of the advantages and disadvantages of incorporating smart sensors in the home to track energy consumption trends, including potential cost savings, accuracy of data collection, ease of use, and privacy concerns.",5,claude,pool_v6
Who is Elizabeth Warren?,1,claude,pool_v6
What are the different air routes for traveling between Genova (GOA) and San Francisco (SFO) from fastest to longest?,5,claude,pool_v6
"Weekly Culture Report: Stuff to Savor, 5 Links to the Coolest in Culture — Stay Cool, Mom. Hello! It's December already! Can you believe it? This month tends to fly by. I'm trying not to feel rushed and just ENJOY the Chipmunk's song on repeat (Thanks for being so obliging to my 4-year old, Alexa!). 1. The 10 best books of 2017, according to the NYTimes. I just started this one and am loving it so far. The NYTimes 10 best books of 2017. 2. 26 affordable and of-the-moment boots. Would you try white or power red? My fave style icon, Miroslava Duma, wearing white boots. Do I dare?! 3. 11 Beauty junkies share what they want for Christmas. 4. Chicago-native Nina Chanel Abney's brilliant paintings are currently on view at Jack Shainman Gallery in NYC thru December 20th. Nina Chanel Abney. Hobson's Choice. 2017. Nina Chanel Abney. First and Last. 2012. 5. The best music videos of 2017, according to Pitchfork. I wrote about three of them this year: 1. New York by St. Vincent 2. Want You Back by Haim 3. The Gate by Bjork. Dancer Mette Towley is amazing in this one by ""Single Ladies"" choreographer JaQuel Knight. I hadn't seen or heard this one. It's hilarious and real catchy. Hell yes for the Female Gaze!! Have a wonderful week, mom!! Cover photo by Nigel Shafran via Nowness. Which music videos made it to Pitchfork's best of 2017 list? Can you share your opinion on any of these music videos or recommend a music video that was not mentioned in the article?",3,claude,pool_v6
What challenges do transgender individuals face in accessing healthcare?,4,claude,pool_v6
Create a game to play with friends.,2,claude,pool_v6
Can you paraphrase the information provided about the format of a letter to the editor essay? Answer according to: Letter To The Editor Essay Format images that posted in this website was uploaded by Wholesalediningchairs.com. Letter To The Editor Essay Formatequipped with aHD resolution 478 x 473.You can save Letter To The Editor Essay Format for free to your devices. If you want to Save Letter To The Editor Essay Formatwith original size you can click theDownload link.,1,claude,pool_v6
Add the missing ingredient for a pizza dough recipe?,2,claude,pool_v6
Who is the next superpower country?,2,claude,pool_v6
Should a human be happy all the time?,2,claude,pool_v6
Name three negative effects of excessive cellphone use.,1,claude,pool_v6
Create a function that shifts an array by k positions to the right.,2,claude,pool_v6
Assign an appropriate age rating to the following movie: Movie: Avengers: Endgame,1,claude,pool_v6
What is the best season to re-seed your lawn on north east region of USA?,2,claude,pool_v6
What is the balanced chemical equation for the double replacement reaction that occurs between lead(II) nitrate and potassium iodide?,3,claude,pool_v6
"Explain how model parallelism's pipeline-bubble overhead at inference time differs from training time due to the lack of a backward pass, and design a micro-batching strategy that minimizes decode-phase bubbles.",8,claude,pool_v6
"How do Cougars, as a living animal, differ in their natural habitat and behaviors from other large felines such as lions, tigers, and leopards?",4,claude,pool_v6
"Given a list of numbers, return the median value.",1,claude,pool_v6
Create a plan for introducing a new technology,3,claude,pool_v6
Write a code to multiply two numbers without using the * operator.,2,claude,pool_v6
What are Vedas?,2,claude,pool_v6
Describe the influence of Alice Walker's work on literature.,4,claude,pool_v6
Which is the largest American Football stadium,1,claude,pool_v6
"Which of these are both movies and books: Harry Potter, Lord of the Rings, Brave World, The Shawshank Redemption.",1,claude,pool_v6
You are provided with the following statement. You need to identify the logical fallacy in the statement. Output the name of the logical fallacy.,3,claude,pool_v6
How would you design a data structure for storing a list of stock prices?,5,claude,pool_v6
"If you were a counselor, what advice would you give to someone struggling with self-doubt?",3,claude,pool_v6
How does the structure of a protein determine its function? Provide specific examples of different protein structures and their corresponding functions.,5,claude,pool_v6
Explain the concept of 'institutional racism.',3,claude,pool_v6
Can antibiotic resistance develop if antibiotics are overused for bacterial infections?,2,claude,pool_v6
"You are Korra from The Legend of Korra series. You are a strong-willed and athletic Avatar, tasked with mastering all four elements and maintaining balance in the world. You are on a quest to learn airbending from Tenzin, your mentor.",2,claude,pool_v6
Discuss the importance of setting SMART goals.,2,claude,pool_v6
Design a backfill strategy for repopulating a newly added read replica without blocking live writes to the primary.,7,claude,pool_v6
List a few places where computer scientists get jobs,1,claude,pool_v6
Take the following input and create a national parks slogan.,1,claude,pool_v6
"Write a suspenseful thriller novel in third person limited about a team of archeologists who stumble upon an ancient tomb deep in the jungles of Colombia, only to unwittingly awaken a terrifying curse that threatens to destroy them all. The story should be fast-paced and action-packed, with scenes of intense danger and heart-pumping suspense. Use vivid, descriptive language to bring the eerie tomb to life, and explore themes of greed, betrayal, and supernatural terror. The ultimate fate of the characters should be left uncertain until the very end, keeping readers on the edge of their seats until the final page.",7,claude,pool_v6
Name some famous actors in the 1940's,1,claude,pool_v6
Who was the winner of Top Chef Season 4?,1,claude,pool_v6
"Classify each of the following products as an Apple, Amazon, or Microsoft product: Airpods, Xbox, Alexa, Fire TV Stick, iPhone, Surface Pro, Macbook",1,claude,pool_v6
Give me a summary of the paragraph in your own words and it should be short,1,claude,pool_v6
Tell me different stages in data lifecycle.,2,claude,pool_v6
What emotion is expressed in this tweet?,1,claude,pool_v6
which of the following are software companies vs not? shell microsoft nasa spacex grammarly apple figma john deere bira 91,2,claude,pool_v6
"What methods have Catalan cultural groups utilized to promote their identity and autonomy within Spain, and what opposition have they met?",5,claude,pool_v6
"What are some of the most noteworthy mobile game engines currently available, and what specific features make them superior for mobile game development?",4,claude,pool_v6
Design a NUMA-aware lock implementation that reduces remote-cache-line traffic under high contention compared to a standard ticket lock.,9,claude,pool_v6
Convert time in UTC to EST.,0,claude,pool_v6
Can a Minister without Portfolio participate in parliamentary debates on issues outside of their specific responsibilities?,3,claude,pool_v6
Host a virtual quiz with these six songs as questions:,3,claude,pool_v6
"What was the surprise percentage for Total System's earnings in the last reported quarter, and why is it important for investors to pay attention to other factors beyond earnings for this stock? Generate according to: Total System Services (TSS - Free Report) is expected to deliver a year-over-year increase in earnings on higher revenues when it reports results for the quarter ended March 2019. This widely-known consensus outlook gives a good sense of the company's earnings picture, but how the actual results compare to these estimates is a powerful factor that could impact its near-term stock price. This electronic payment services provider is expected to post quarterly earnings of $1.16 per share in its upcoming report, which represents a year-over-year change of +2.6%. Revenues are expected to be $1 billion, up 7% from the year-ago quarter. How Have the Numbers Shaped Up for Total System? For Total System, the Most Accurate Estimate is higher than the Zacks Consensus Estimate, suggesting that analysts have recently become bullish on the company's earnings prospects. This has resulted in an Earnings ESP of +1.44%. So, this combination indicates that Total System will most likely beat the consensus EPS estimate. For the last reported quarter, it was expected that Total System would post earnings of $1.06 per share when it actually produced earnings of $1.08, delivering a surprise of +1.89%. Total System appears a compelling earnings-beat candidate. However, investors should pay attention to other factors too for betting on this stock or staying away from it ahead of its earnings release.",4,claude,pool_v6
"You need to determine whether or not the given paragraph makes sense. The paragraph will contain a mix of properly constructed sentences as well as run-on sentences and fragments. A properly constructed sentence is a complete thought that can stand on its own, while a run-on sentence contains two or more independent clauses (a clause is a group of words containing both a subject and verb) that are not joined together correctly, and a fragment is an incomplete thought that cannot stand on its own. If even one sentence in the paragraph is incorrect, you should output 'No', otherwise output 'Yes'.",4,claude,pool_v6
Name five reasons why plants are important for ecosystem balance.,1,claude,pool_v6
Rewrite this paragraph in third-person perspective considering the subject as a female character named Sarah.,3,claude,pool_v6
Share a favorite childhood memory with a coach and why it's still significant.,1,claude,pool_v6
"RALEIGH – More than 300 presidents, trustees, students and supporters of North Carolina’s 58 community colleges met with legislators April 3 to promote the system’s workforce-focused legislative agenda. $15 million to upgrade workforce-development-focused information technology systems serving all 58 community colleges, including online registration for workforce development courses. An upgraded IT system would integrate modern technologies that students, business and industry want, enhance data quality and accessibility, and eliminate manual processes and customizations, system leaders say. $6.8 million to stabilize budgets for colleges that suffered enrollment losses following Hurricane Florence. Increase faculty and staff compensation to bring it closer to the national average of $60,422. The average salary for full-time faculty in North Carolina is $47,362. Reduce barriers to student enrollment by simplifying Residency Determination Services, the online system for determining whether a student qualifies for in-state tuition. John Watts, chairman of the trustees association, said that for every dollar invested in community colleges, there is a $4.10 benefit to the state. “Community colleges provide great impact to our state’s economy and they impact the lives of hundreds of thousands of people every day,” he said. Dr. David Shockley, president of Surry Community College and the presidents association, said the system serves the most diverse population of any higher education institution in the state, including students deserving of a second chance, high school valedictorians, and adults returning to school. “At the end of the day, everything we do is all about students and helping them reach their goals,” he said. Based on the passage above, Can you provide a summary of the North Carolina community college system's legislative agenda and funding needs, as outlined in a recent meeting with legislators?",4,claude,pool_v6
"How many ATP molecules are produced by one turn of the citric acid cycle and oxidative phosphorylation, given the input of one acetyl-CoA molecule into the cycle?",4,claude,pool_v6
Extract the steps to resolve a given supervised machine learning problem from the following text,3,claude,pool_v6
Create two architecture designs for a modern home.,4,claude,pool_v6
"Write a 1500-word report in APA style on the impact of fashion bloggers and their influence on fashion trends, analyzing the history and evolution of fashion blogging, the role of social media in amplifying the reach of fashion bloggers, the diverse types of fashion bloggers and their niches, the extent to which fashion brands collaborate with bloggers as influencers or marketing partners, the controversies and criticisms surrounding the ethics and authenticity of fashion blogging, and the future directions and challenges of fashion blogging in the digital age. Provide at least 5 scholarly sources and 3 case studies of successful or innovative fashion bloggers or collaborations. Use subheadings for each major section and in-text citations and a reference page for all sources.",8,claude,pool_v6
How do neurotransmitters facilitate synaptic transmission in the brain?,5,claude,pool_v6
Identify the direct object in the sentence: She was singing a song,1,claude,pool_v6
"Given the topic, generate a story of length 100 words.",2,claude,pool_v6
"You are given a list of names. Your task is to go through the list and check if there is more than one name that refers to the same person, place or thing. If yes, output 'True' and if not, output 'False'.",3,claude,pool_v6
What is Ford,1,claude,pool_v6
"Explain how quantizing a model's KV cache to lower precision affects attention-score accuracy, and describe a mitigation that preserves accuracy for the most sensitive attention heads.",8,claude,pool_v6
"Generate a new headline from the following sentence: ""The Prime Minister announced a new policy today.""",1,claude,pool_v6
Name two famous examples of natural language processing.,1,claude,pool_v6
"A delivery truck has to deliver packages to 5 different locations in a city. Each location has a specific distance from the starting point of the truck, as shown in the table below: | Location | Distance (km) | |----------|--------------| | A | 6 | | B | 12 | | C | 8 | | D | 10 | | E | 4 | The truck wants to find the optimal route to deliver the packages in the shortest distance possible. What is the shortest distance the truck can travel to deliver all the packages, starting and ending at the starting point?",5,claude,pool_v6
"Explain how a GPU's memory hierarchy (L1/L2 cache, shared memory, global memory) trades off latency and bandwidth, and design a tiling strategy for a convolution kernel that maximizes L2 reuse.",8,claude,pool_v6
"Given this paragraph about Love Island UK Season 9, Kai Fagan and Sanam Harrinanan won the final vote by what percent?",2,claude,pool_v6
Generate three blog post titles related to the following topic.,2,claude,pool_v6
What is structural genomics?,3,claude,pool_v6
Describe what a typical workday might look like for a computer programmer.,2,claude,pool_v6
How does the process of backpropagation work in neural networks?,4,claude,pool_v6
What is the largest lake in Switzerland?,0,claude,pool_v6
Does the following phrase contain two consecutive consonants?,2,claude,pool_v6
"Given an event, generate a news report about it.",4,claude,pool_v6
"What are the current challenges that Coimbatore's infrastructure is facing, and how is the government addressing them?",5,claude,pool_v6
Describe how you cope with feelings of loneliness.,2,claude,pool_v6
"Can fit tire width of up to 2.25"" Karin from Los Angeles, Tim from Houlton & 31 others bought this item recently. The Boone Bike Rack - Single Side is found outside of various retail shopping centers, schools, and universities countrywide! The Boone can be customized to fit either 5 or 9 bikes comfortably. We suggest bike tire width of no more than 2.25"" to fit properly in the racks. Available in galvanized metal or powder coat black. It's the most weather resistant bike rack available today. Made by the best heavy-duty, industrial standard U.S. Steel makers. What is the suggested tire width for bikes that will be placed in the Boone Bike Rack - Single Side?",1,claude,pool_v6
"What role can religious and spiritual leaders play in promoting non-judgmental attitudes and behaviors within their communities and broader society, and how can this be done in an inclusive and respectful way?",5,claude,pool_v6
"Explain how a subsurface-scattering rendering model (e.g. the diffusion dipole approximation) simulates light transport inside translucent materials, and identify where the diffusion approximation breaks down.",8,claude,pool_v6
Write a function that checks if an element exists in two given arrays,2,claude,pool_v6
"What are some of the iconic landmarks in Sydney, and how do they reflect the city's cultural diversity and history?",4,claude,pool_v6
Why is it important to hug your child?,2,claude,pool_v6
"Write an informative article detailing the physical and mental benefits of integrating cycling into your regular exercise routine, discussing topics such as weight loss, cardiovascular health, reduced stress levels, improved joint mobility, and overall well-being. Use verified sources to strengthen your argument and include personal anecdotes as examples of how cycling has positively impacted your own fitness journey.",6,claude,pool_v6
"Identify which instrument is string or percussion: Madal, Craviola",1,claude,pool_v6
Tell me the history of Singapore,4,claude,pool_v6
What is a Peloton Bike,0,claude,pool_v6
"I'm researching suburbs in the city of Brisbane. Please tell me which suburbs are north of the Brisbane River, and which are on the south. Annerley, Albion, West End, Kangaroo Point, Greenslopes, Windsor, Hamilton, Nundah, Cannon Hill, Kelvin Grove, Toowong, Milton",4,claude,pool_v6
Name 5 branches of mathematics.,1,claude,pool_v6
"Jot some points about ""Big Four"" using given passage as a reference",2,claude,pool_v6
What is does the stars represent on the United States of America flag?,1,claude,pool_v6
Write a comment praising the given product.,1,claude,pool_v6
What is the biggest passenger airliner?,0,claude,pool_v6
"You need to answer the question 'Are the given steps in order?', given a set of steps describing a process. Your answer must be either Yes or No. If the answer is No, that means the steps are out of order and do not make sense in the order they are in. If the answer is Yes, that means the steps are in order and make sense in the order that they are in. A set of steps are not in order if thesteps reference information that is introducedin a later step",4,claude,pool_v6
"Identify which car manufacturer is British or American: Aston Martin, Cadillac",1,claude,pool_v6
Write an Erlang program that simulates a simple producer-consumer model with message passing.,6,claude,pool_v6
What is Free Cash Flow (FCF)?,2,claude,pool_v6
"Which of the following wars took place in the twentieth century: World War II, American Revolution, French Revolution, Hundred Years War, and the Vietnam War?",1,claude,pool_v6
"Based on this information given, what groups combined to create the New JEWEL Movement, and on what date were they organized by which leader?",4,claude,pool_v6
"Create a sculpture from natural materials, and describe the emotions and ideas behind the art piece.",3,claude,pool_v6
"Derive the gradient update rule for a multi-layer perceptron with cross-entropy loss and ReLU activations, including backpropagation through a softmax output layer, and explain how gradient clipping prevents exploding gradients.",6,claude,authored_v6
Explain the bias-variance decomposition of mean squared error and how L2 regularization shifts the balance between bias and variance in a linear regression model trained with gradient descent.,5,claude,authored_v6
"Compare the information-theoretic foundations of cross-entropy loss and KL divergence in classification, and derive why cross-entropy minimization is equivalent to maximum likelihood estimation for a categorical distribution.",6,claude,authored_v6
"Explain how positional encodings work in the Transformer architecture, derive why sinusoidal encodings allow relative position information, and discuss why learned absolute positions fail to capture relative relationships.",6,claude,authored_v6
"Describe the attention mechanism's computational complexity, and design a sparse attention variant that maintains expressivity while reducing memory for long sequences.",7,claude,authored_v6
Explain the role of the temperature parameter in softmax-based language model sampling and how it interacts with top-k and nucleus (top-p) sampling to control output diversity and quality.,4,claude,authored_v6
"Derive the update equations for stochastic gradient descent with momentum, explain the intuition behind Nesterov momentum, and contrast them with Adam's adaptive learning-rate mechanism.",6,claude,authored_v6
"Explain why deep neural networks trained on tabular data often underperform gradient-boosted trees, and design a hybrid model that combines both for a fraud-detection task.",6,claude,authored_v6
"Discuss the mathematical equivalence between cross-entropy loss and the negative log-likelihood under a Gaussian noise assumption for regression, and derive the corresponding loss function.",5,claude,authored_v6
"Explain the difference between inductive bias and regularization in machine learning, and give examples of each in a convolutional neural network trained for image classification.",4,claude,authored_v6
"Describe how batch normalization reduces internal covariate shift, derive its forward and backward pass, and discuss why it complicates inference-time deployment.",7,claude,authored_v6
"Explain how retrieval-augmented generation (RAG) can be extended with a reranking stage, and design evaluation metrics to measure whether reranking improves final answer quality.",5,claude,authored_v6
Derive the policy gradient theorem for reinforcement learning and explain how the REINFORCE algorithm reduces variance using a baseline.,7,claude,authored_v6
"Explain how neural architecture search works, contrast reinforcement-learning-based search with differentiable (gradient-based) methods, and discuss the compute tradeoffs.",6,claude,authored_v6
"Describe the theoretical guarantees of dropout as an ensemble method, and analyze why it is less effective in recurrent networks than in feedforward networks.",7,claude,authored_v6
"Design a threat model for a multi-tenant LLM gateway, and enumerate the injection, exfiltration, and cross-tenant attack surfaces along with mitigations for each.",7,claude,authored_v6
"Explain the differences between symmetric and asymmetric encryption in the context of TLS 1.3, and analyze the security implications of the forward secrecy guarantees it provides.",5,claude,authored_v6
"Describe a timing side-channel attack against an LLM inference server that reveals prompt length, and design a defense that equalizes request timing.",7,claude,authored_v6
"Design a secure API-key rotation scheme for a distributed system with thousands of clients, balancing availability (no downtime) against the risk of compromised-key exposure.",7,claude,authored_v6
"Explain how a confused-deputy problem arises in a webhook-driven system, and design an SSRF-safe validation layer for user-supplied webhook URLs.",6,claude,authored_v6
"Compare regex-based WAF protection against learned anomaly detection for prompt-injection attempts, and analyze the false-positive tradeoffs in a production LLM gateway.",6,claude,authored_v6
"Describe how homomorphic encryption could be used to run inference on encrypted user data, and explain why it is impractical for production LLM workloads today.",5,claude,authored_v6
Design a rate-limiting scheme that distinguishes legitimate bursty traffic from a coordinated distributed denial-of-service attack without a shared coordinating server.,7,claude,authored_v6
"Explain the security model of JSON Web Tokens (JWT), the pitfalls of algorithm-confusion attacks, and how to securely validate tokens across multiple services.",5,claude,authored_v6
Analyze the tradeoffs between centralized secret management and decentralized key distribution for a fleet of edge inference nodes.,6,claude,authored_v6
"Design an arbitrage detection system that monitors real-time prices across cryptocurrency exchanges, and explain how latency and cross-exchange fee structures affect profitability.",7,claude,authored_v6
"Explain how options pricing models (Black-Scholes vs binomial trees) handle volatility assumptions, and analyze where each fails for deep out-of-the-money options.",7,claude,authored_v6
