query,difficulty_score
Explain the difference between text classification and text clustering.,3
Design an experiment to test the effect of temperature on plant growth.,4
"Write a detailed description of a specific goal you have set for yourself, outlining the steps you are currently taking to achieve it. Be sure to provide specific examples of actions you have taken towards this goal, as well as any challenges you have faced and how you have overcome them. Additionally, describe the motivation behind this goal and why it is important to you. Use clear and concise language, and make sure to offer a comprehensive understanding of how you plan to achieve this goal.",4
Find 3 ways to reduce energy consumption in an office.,2
"Can you provide an analysis of the role that social media platforms like Twitter and Facebook have played in shaping political campaigns and discourse, and how this has affected mainstream coverage of elections and governance?",6
"Let A = {1, 2} and B = {3, 4}. Find (A × B) ∪ {1} and {1} ∪ (B × A) and show that they are not equal.",5
How can we accurately measure the concentration of heavy metals in soil samples and determine their potential toxicity to plants and animals in the environment?,5
Write a computer program to predict the probability of a coin tossing event.,3
"Let A = {1, 2} and B = {a, b}. Find (A × B) ∪ (A × B).",2
Think of a portmanteau word combining the words “pig” and “dog”,1
"Tell me if the following foods would be safe or unsafe for someone with a nut allergy to eat? Peanut butter, eggs, apples, pb&j, carrots, pad thai",2
"Write a detailed review of a popular fitness subscription box such as FabFitFun or YogaClub, providing an in-depth analysis of the box's content and style, and share your personal experience with the product. Include details about the quality, variety, and value of the items included in the box, as well as any customer service experiences you had.",5
Name five countries that are currently in a recession.,4
"Write a 10-page research paper in APA format analyzing the impact of climate change on mental health, focusing on at least three factors such as natural disasters, displacement, and extreme temperatures. Use peer-reviewed sources published in the last 10 years and provide a comprehensive literature review of existing research. Include a discussion on the potential policy implications and interventions for addressing mental health challenges related to climate change. Finally, draw conclusions and make recommendations for further research.",8
Analyze the provided text and identify any logical fallacies or flawed arguments.,5
"How can we use JSON data to provide evidence for the importance of education in a 500-word essay? [{ ""Country"": ""United States"", ""Literacy rate"": ""99%"", ""Median income"": ""$63,179"", ""Unemployment rate"": ""3.7%"" },{ ""Country"": ""India"", ""Literacy rate"": ""74%"", ""Median income"": ""$2,726"", ""Unemployment rate"": ""5.8%"" },{ ""Country"": ""Norway"", ""Literacy rate"": ""100%"", ""Median income"": ""$102,831"", ""Unemployment rate"": ""4.3%"" },{ ""Country"": ""Mali"", ""Literacy rate"": ""33%"", ""Median income"": ""$1,924"", ""Unemployment rate"": ""9.1%"" }] Consider the data provided above on literacy rates, median incomes, and unemployment rates across four different countries. How can we use this information to make a compelling argument for the importance of education in improving both individual lives and society as a whole? In your essay, be sure to address the potential economic and social benefits of education, as well as the consequences of limited access to education in different regions of the world.",5
Can you explain the process of action potential generation in neurons?,5
Extract the names of the cities where UNESCO has field offices in Asia and Pacific. Separate them with a semi-colon,2
"Given a paragraph with an incomplete sentence, you must determine what word(s) best fit in the blank. You should select your answer based on grammar and meaning within the context of the passage.",3
Can you describe any environmental impacts that have resulted from Heidelberg's location on the Neckar River?,4
"Extract the teams that the footballer Sócrates played during his career, separate it by comma.",3
"A message ""HELLO WORLD"" is encrypted using a transposition cipher by taking alternate letters and then reversing the order of the resulting string. What is the encrypted message?",3
"In computer science, where did the term big-endian originate?",2
"Write a thoughtful letter to my mother-in-law asking her to move out of our house and in to a retirement community. Make sure to thank her for her help and be kind. She has lived with us for 5 years and helped us when our kids were little. We want her to move out in the next 6 months, and we will pay for her retirement home and care.",5
"Here is a piece of text: Three University students were assaulted and robbed Monday night in West Quad Residence Hall. Property was stolen from the victims and a handgun was involved in the attack. Two University alumni have started an initiative to limit the amount of music played in public spaces. At this week’s CSG meeting, initiatives to create a student regent position on the University's Board of Regents and to provide financial compensation for CSG members were brought to the floor. Kyle Bristow–– the lawyer attempting to schedule white supremacist Richard Spencer’s potential visit to campus –– and the University have reportedly been looking at a date between Feb. 24 and March 4, over the University’s Spring Break. At the monthly meeting of the University’s Board of Regents, the board and students addressed a potential visit from Richard Spencer and the ongoing bargaining sessions between the University and the Lecturers' Employee Organization. Based on the text material above, generate the response to the following quesion or instruction: Can you provide more information about the initiatives discussed at the CSG meeting?",3
How can I make my home more energy-efficient?,2
Read the following paragraph and explain the author's main argument in one sentence.,1
"Write a summary of the article: ""How Technology is Changing the Shopping Experience"".",3
"Write a step-by-step guide with detailed instructions and helpful tips for how to cook a delicious, juicy turkey, including information on brining, seasoning, and roasting techniques.",4
"High animal-protein, grain-free, boosted nutrition with bites of freeze-dried raw meat, made especially for your toy breed, instinct raw boost grain-free recipe with real chicken for toy breed dogs is a better way to feed kibble. Unlock your dog’s potential to thrive and put more of the pure, real nutrition of raw into every bowl. Boosted nutrition for toy breed dogs - grain-free, high protein kibble + freeze-dried raw. Cage-free duck is the first ingredient - protein packed for strong, lean muscles; ideal balance of protein, fat & calories for healthy body weight. Freeze-dried raw - all natural, protein packed, minimally processed bites of real chicken. Guaranteed levels of calcium & phosphorus for strong bones & teeth + naturally occurring glucosamine & chondroitin for joint health. Made without - grain, potato, corn, wheat, soy, by-product meal, artificial colors or preservatives. Made in the USA with the finest ingredients from around the world. Based on the passage above, How does freeze-dried raw meat contribute to the boosted nutrition that the Instinct Raw Boost Grain-Free Recipe provides, and what are the natural benefits of this ingredient?",3
What are the current racial and ethnic demographics of Germany?,2
Describe the motivation behind a given charity event,2
"Roleplay as Theodore Roosevelt, a passionate and zealous advocate for progress, responding to a detractor",4
"With the given data points, identify the equation for the polynomial.",4
"Write a reflection piece (minimum 500 words) about a hike in a protected wilderness area highlighting your experiences in terms of the flora, fauna, terrain, and the overall impact of human activities on the environment during the hike. Your reflection should also include personal observations, insights, and emotions that arose during the hike. In terms of style, use vivid descriptions and strong sensory language to convey the experience to the reader. Provide specific examples of how the hike impacted you and how it might have impacted others who have visited the same wilderness area. Additionally, include your thoughts about the importance of protecting wilderness areas and how this hike influenced your relationship with nature.",6
How does the law of demand influence pricing strategies?,4
Describe an attribute of a leader,1
"Write a research paper in APA style with a minimum of 10 pages on the impact of social media on body image in young women aged 18-24, incorporating at least six scholarly sources and examining the potential correlation between social media use and the development of eating disorders. Be sure to provide thorough analysis of the ways in which social media positively and negatively affects body image, as well as strategies for promoting body positivity and combating the harmful effects of social media on body image.",7
How have the local communities been impacted by these issues and what are their concerns?,2
"Write a 10-page research paper (APA style) discussing the current state and potential of CRISPR-Cas9 gene editing technology in increasing the efficiency of renewable energy storage systems. The paper should include an overview of CRISPR technology, a detailed analysis of how it can be applied to renewable energy storage, and case studies or examples of successful implementation. Additionally, the paper should address any ethical or safety concerns associated with the use of gene editing technology in the energy sector.",8
How did Charlemagne's imperial power and status impact the design and construction of the Aachen cathedral?,4
"Write a descriptive essay about a road trip you have taken in the past, including details about the journey, the scenery, the people you were with, and your favorite destination. Be sure to use vivid language, sensory details and your own personal experiences to bring your story to life.",5
Generate three potential slogans for an auctioneering company.,2
Identify the fallacy in the statement and explain it.,3
Generate instructions for making an apple pie.,1
What is handscroll used for,1
How many sides and vertices does a polygon have?,1
You are Eivor from Assassin's Creed Valhalla. Praise your fellow Vikings after a successful raid on a heavily guarded Saxon village.,3
Name 5 unique activities that you can do with your friends without leaving the house.,1
In which countries in Pinot Noir most commonly grown ?,2
What is the relationship between chemical shift values and electron density in nuclear magnetic resonance spectroscopy (NMR)? Provide an explanation with two examples of chemical compounds and their corresponding chemical shift values.,7
Identify and describe the cultural aspects of Japan.,3
Identify the author and title of the book given the following summary.,4
"Based on the table below, calculate the student's average grade in the 4 subjects. Show your steps to reach the final answer.",2
"Could you paraphrase the description of the jigsaw puzzle to emphasize the customization aspect? Generate according to: For all the jigsaw-doing dog lovers out there, we have the perfect gift! This personalized jigsaw puzzle shows an uber cute jack russell wearing a big flower round his neck, which is personalized with a Name of your choice. Ideal for Mother's Day and other special occasions.",3
"Categorize the following items into one of the following categories: food, clothing, or furniture.",1
Provide an example to demonstrate the given definition.,2
"Classify each of the following as either a country or a city: Sweden, France, Paris, Bali, Rotterdam, Seville, India, San Fransisco, Amritsar, Portugal",1
How can I use XML data to analyze student performance in online classes? Consider the following dataset: <students> <student> <name>John Doe</name> <grades> <grade>95</grade> <grade>87</grade> <grade>92</grade> </grades> </student> <student> <name>Jane Smith</name> <grades> <grade>90</grade> <grade>85</grade> <grade>80</grade> </grades> </student> <student> <name>Bob Johnson</name> <grades> <grade>100</grade> <grade>98</grade> <grade>93</grade> </grades> </student> </students> - How can we calculate the average grade for each student? - What are some ways we can visualize this data to gain insights? - Can we use this data to identify patterns in student performance and recommend personalized study strategies? How?,6
Describe a potential negative consequence of using chatbots to deliver customer service.,2
"Given a reference text about Nicholas Theodore, tell me where he went to medical school and what he is known for.",2
What is the Shiba Inu,1
"What other names are used to refer to Taweret, the Egyptian goddess:",2
What is the effect of different chemical compositions on the refractive index of glasses used in optical applications?,4
Name the Spanish verbs used for essential everyday tasks,2
Give an example of a browser compatibility issue in web design.,2
"Classify the following objects as either a mammal, amphibian, bird, reptile or fish",1
"Is it possible to use machine learning algorithms to analyze a person's eye color from a photo and generate a more descriptive and accurate sentence about their eyes? Write a Python program that takes in a photo of a person's face and outputs a sentence describing their eye color and any unique features, such as flecks of gold or green rings around the iris.",6
What were Ansel Adams key achievements?,2
"What is the name of the Winslow's nerdy next-door neighbor on the TV show ""Family Matters""?",1
What is the best language in the world,1
"Plan a weekend road trip, including a route, stops, and budget.",4
Express the given sentiment in your own words.,2
"Write a science fiction story that involves a protagonist who is an alien stranded on Earth and is trying to understand human behavior. The story should be narrated from the alien's perspective and explore themes of culture shock, identity, and the search for belonging. Additionally, the story should introduce a the human antagonist who is initially hostile towards the protagonist but ultimately learns to understand and empathize with them. Hint at a possible romance between the protagonist and a human character, but ultimately leave it unresolved to add a sense of mystery and open-endedness.",6
"You are given a list of strings. Print 'Valid' if all the strings in the list contain alphanumeric characters and there is at least one string that starts with an alphabet, print 'Invalid', otherwise.",3
Why is it important to hug your child?,2
Describe three things you could do to make your community a better place.,2
Make a list of 5 adjectives to describe the word 'sky',1
What year did World War 2 end?,0
"Given a sentence, convert it from present tense to future tense.",1
Why is Captain America Steve Rogers the leader of the Avengers?,2
"Who directed Terror Mountain, a American silent Western film?",2
Give two examples of words that contain the letter ‘z’,1
"Summarize the main points of the social media campaign proposal presented in the text material. Generate according to: Utilizing a blog as your base, select 3-4 other social media tools and put together a well thought out and well organized proposal for your social media campaign. Give specific examples of how you intend to use each tool, your ideas for creating an integrated marketing strategy, and what the goal(s) of your campaign are going to be. You should present this proposal as if you were submitting it to a client or executive member of your own team. Thusly, it may potentially be optimal to include graphics or other supporting materials. Feel free to use a standard document format, PowerPoint, or any other presentation tool at your disposal when submitting your work. That said, keep in mind any limitations an actual client would have in viewing your work. Where will you go to find your target audience? What are your expectations/goals for each tool in the campaign? What are you calls to action in each tool?",4
Suppose we have the function f(x) = 2x^2 - 3x + 1. Find the slope of the tangent line to the curve y = f(x) at x = 4.,2
"Pretend to be Frodo Baggins, unwillingly departing on a journey that fears him.",3
Develop a visually striking and eco-friendly packaging design for a new brand of gluten-free and kosher certified organic potato chips. Consider including clear nutritional information and highlighting any special flavor profiles or ingredients used. The packaging should be durable and stand out on a crowded snack shelf.,6
List the various stages of product design.,2
Can you explain the impact that digital audio workstations (DAWs) have had on the creation and production of contemporary music?,3
"Create a step-by-step tutorial on how to draw a sunflower in realistic style using colored pencils, including shading and blending techniques for a 3D effect.",5
Are there any ways to improve internet connectivity specifically for gaming?,2
What challenges do transgender individuals face in accessing healthcare?,4
Compare and contrast two potential methods of customer segmentation.,4
Who is the singer of the song I'm So Excited?,1
"Classify each of the following countries as either democratic or authoritarian: USA, Russia, China, Sweden, UK.",2
How has the rise of remote work impacted the effectiveness of team communication?,3
How many cents do I have if I have 3 dimes?,0
What is the largest lake in the united states?,0
Which are most valuable corporate brands in the world,2
Making homemade mac and cheese: step-by-step instructions.,2
Write a JavaScript function that takes an array and returns its first item.,1
Edit the following sentence: The man was walking to the store quick,1
"Identify which car manufacturer is Chinese or American: Jeep, Karry",1
Describe the impact of the following event on society.,3
Categorize the given dataset into two classes.,2
Take a given word and modify it to make it its past participle,1
Write a C program that reads an integer from the user and prints its factorial.,2
"Can you create an HTML page that summarizes the effects of smoking on the body? Please include the following information: - Smoking increases the risk of cancer and heart disease. - The toxic chemicals in cigarettes damage the lungs and reduce the ability to exercise. - Smoking is linked to higher cholesterol levels and stiffened arteries, increasing the likelihood of a heart attack or stroke. - Smoking can also have negative effects on appearance, such as causing premature aging of the skin and yellowing of the teeth. Please format the information in a clear and visually appealing way on the HTML page.",4
How can I ask my aging father-in-law to see the cardiologist when he doesn't want to go?,3
How has Cape Town become a leader in sustainable tourism and conservation of its natural resources?,4
"What is the correct taxonomic synonym for the species previously known as Musca domestica, and why was it reclassified?",3
Describe a learning style,2
Write a blog post about the benefits of adopting a minimalist lifestyle and provide practical tips for those looking to declutter their lives. - Include personal anecdotes or experiences to make the content more relatable and engaging.,5
"Let A = {1, 3, 5, 7} and B = {2, 3, 4, 6} be two non-empty sets. Verify whether (A ∆ B) ∩ B = B ∩ (B ∆ A) using the properties of symmetric difference and intersection.",5
Examine the protagonist's evolution throughout the story and elaborate on how their actions and decisions contribute to the book's theme and message. Analyze the writing techniques utilized by the author to illustrate this character progression and its effectiveness in engaging the reader. Provide specific examples from the text to support your analysis.,6
Identify the following part of speech: c h u r c h,1
"Could you provide a list of June Jordan's published poetry collections, plays, and other works? Answer according to: Born in New York City on July 9, 1936, June Jordan attended Barnard College. Her numerous books of poetry include We’re On: A June Jordan Reader (Alice James Books, 2017), Directed by Desire: The Collected Poems (Copper Canyon Press, 2007), Kissing God Goodbye: Poems, 1991-1997 (Anchor Books, 1997), Naming Our Destiny: New and Selected Poems (Thunder's Mouth Press, 1989), Living Room: New Poems (Thunder's Mouth Press, 1985), Passion: New Poems, 1977–1980 (Beacon Press, 1980), and Things That I Do in the Dark: Selected Poetry (Random House, 1977). Jordan also authored children’s books, plays, the memoir Soldier: A Poet’s Childhood (Basic/Civitas Books, 2000), and the novel His Own Where (Crowell, 1971), which was nominated for the National Book Award. Her collections of political essays include Affirmative Acts: Political Essays (Anchor Books, 1998) and On Call: Political Essays (South End Press, 1985). Of her career, Toni Morrison writes, ""I am talking about a span of forty years of tireless activism coupled with and fueled by flawless art."" Jordan received a Rockefeller Foundation grant, the National Association of Black Journalists Award, and fellowships from the Massachusetts Council on the Arts, the National Endowment for the Arts, and the New York Foundation for the Arts. She taught at the University of California, Berkeley, where she founded Poetry for the People. Jordan died of breast cancer on June 14, 2002, in Berkeley, California. Copyright © 2017 by the June M. Jordan Literary Estate. Used with the permission of the June M. Jordan Literary Estate, www.junejordan.com. The author of several books of poetry and political essays, June Jordan was born in New York City in 1936.",3
What do I need to be aware of when talking to an alien?,2
Which three of the following four words are nouns?,1
Tell me what a computer system administrator does,1
Say the following: Patience is a virtue.,0
Formulate a question to ask the assistant related to the given input.,1
Add 10 words that start with the letter ‘M’ to the given list.,1
"An anagram of ""ladsed"", this word refers to a seat for riding on the back of a horse.",1
"A manufacturing company produces two types of products, X and Y, with profits of $5 and $8 per unit, respectively. Each unit of X requires 2 hours of labor and 1 hour of machine time, while each unit of Y requires 1 hour of labor and 3 hours of machine time. The company has 200 hours of labor and 150 hours of machine time available each day. Using genetic algorithms, determine the optimal number of units of X and Y to produce each day to maximize profit.",5
"Rank the following three sentences from most optimistic to least optimistic: 1) The weather is perfect for a picnic today. 2) The sun is shining, but we might see a few clouds later. 3) It's a bit cloudy outside, and there's a chance of rain later.",2
"How did the Nazi occupation of Serbia impact the daily life and livelihoods of Serbian civilians, and how did the resistance movement respond to this?",6
"How do the principles of chemistry apply to everyday situations, such as cooking or cleaning? Can you give some examples of chemical reactions that occur in the kitchen or during household chores and explain them in terms of chemical concepts like stoichiometry, thermodynamics, and equilibrium?",5
Rewrite this sentence using appropriate grammar rules:,1
"Compose a letter from a parent to their child who has just left for college. The letter should express love, pride, and encouragement for the new chapter in the child's life. Include anecdotes from the child's upbringing and share valuable life lessons learned by the parent. - Criteria 1: Express love, pride, and encouragement - Criteria 2: Anecdotes from the child's upbringing - Criteria 3: Valuable life lessons",4
"Essays Relating to Agriculture and Rural Affairs. Vol. 1. Essays Relating to Agriculture and Rural Affairs. Vol. 1. Title: Essays Relating to Agriculture and Rural Affairs. Vol. 1. Author Name: Anderson, James Ll.d. Could you paraphrase one of the essays in this volume on agriculture and rural affairs by James Anderson, LL.D.?",2
Write a short story around the setting of a jungle.,3
How do different plant species adapt to drought conditions and maintain their water balance?,4
Write a Java program that takes a positive integer input from the user and calculates the sum of all odd numbers up to and including that input. The program should display the sum as output. Use appropriate variable names and commenting to ensure readability of the code.,2
"What is the algorithm to identify and group together similar product orders based on customer purchase history and order details, given the following database schema: orders +----+------------+------------+---------+ | id | customer_id| order_date | product | +----+------------+------------+---------+ | 1 | 1 | 2022-01-02 | A | | 2 | 1 | 2022-01-12 | B | | 3 | 2 | 2022-01-05 | A | | 4 | 3 | 2022-01-02 | C | | 5 | 3 | 2022-01-25 | B | | 6 | 4 | 2022-01-15 | D | | 7 | 4 | 2022-01-30 | A | +----+------------+------------+---------+",6
"Examine the specific ways in which blockchain technology has affected the retail industry, including its impact on supply chain management, inventory control, customer data privacy, and transaction processing. Provide statistical evidence and real-life examples to support your analysis, and compare the benefits and drawbacks of implementing blockchain technology in retail settings. Finally, discuss potential future developments and implications for the industry as a whole.",5
What is rheological weldability?,6
Design a leaderless replication protocol with sloppy quorums that tolerates network partitions while bounding staleness for read-your-writes consistency.,9
Implement a token-bucket rate limiter that is consistent across 50 stateless microservice replicas without a single point of failure.,7
Explain how Raft's leader election handles the split-vote scenario and why randomized timeouts alone are insufficient at high replica counts.,7
Design a multi-region active-active database architecture that resolves write conflicts using CRDTs for a shopping cart use case.,9
Implement a distributed lock service using Redis with correct fencing tokens to prevent stale-lock-holder writes.,8
Design a backpressure-aware message queue architecture connecting 10 producers to a slow consumer without unbounded memory growth.,7
Explain the trade-offs between chain replication and quorum-based replication for a write-heavy key-value store.,7
Design a service mesh sidecar retry policy that avoids retry storms during a downstream partial outage.,7
Implement consistent hashing with virtual nodes and explain how you'd rebalance data when a node joins a 200-node cluster.,7
Design a distributed cron/scheduler service that guarantees exactly-once job execution across a fleet of workers.,8
Design a Byzantine fault-tolerant consensus protocol with formal safety and liveness proofs for a permissioned blockchain.,9
Prove that no asynchronous consensus protocol can guarantee both safety and liveness in the presence of even one faulty process (FLP impossibility) and discuss its practical implications for Paxos.,9
Design a globally distributed transactional database (Spanner-like) with TrueTime-style bounded clock uncertainty and prove external consistency.,9
Design a novel gossip protocol with provable epidemic convergence bounds under adversarial message loss rates.,9
Formally verify the safety of a two-phase commit protocol extension that adds a coordinator failover mechanism using TLA+.,9
Design a self-stabilizing distributed algorithm for leader election that recovers from arbitrary transient faults without external reset.,9
Prove tight bounds on the message complexity of Byzantine agreement with n=3f+1 replicas under partial synchrony.,8
"Design a CRDT for a collaborative text editor that guarantees convergence under arbitrary operation reordering, with a formal proof of strong eventual consistency.",9
"Implement a lock-free concurrent skip list supporting insertion and deletion, and argue why it avoids the ABA problem without hazard pointers.",9
"Implement a persistent (immutable) red-black tree supporting O(log n) insert with structural sharing, and analyze amortized rebalancing cost.",9
Design and implement a Fibonacci heap supporting decrease-key in O(1) amortized time and explain its role in Dijkstra's algorithm's O(E + V log V) bound.,8
Implement a suffix automaton for a string and use it to count distinct substrings in O(n).,8
Implement a van Emde Boas tree supporting predecessor/successor queries in O(log log U) time for a universe of size U.,8
"Design an algorithm to find the k-th smallest element in the union of two sorted arrays in O(log(m+n)) time, with full correctness proof.",9
Implement a link-cut tree supporting path queries on a dynamic forest in O(log n) amortized time.,8
Prove the correctness and analyze the amortized complexity of the union-find data structure with path compression and union by rank.,9
Design an approximate nearest neighbor search structure (e.g. HNSW) and derive its expected query complexity in high-dimensional space.,8
Implement a persistent segment tree supporting range updates and historical version queries in O(log n) per operation.,8
"Design an algorithm for the minimum-cost flow problem using successive shortest augmenting paths with Johnson's reweighting, and prove its polynomial runtime.",8
"Prove that determining whether a given planar graph has a Hamiltonian cycle remains NP-complete, and discuss known polynomial special cases.",8
Design a competitive online algorithm for the ski-rental problem and prove its optimal competitive ratio.,9
Design a streaming algorithm to estimate the number of distinct elements in a data stream using O(log log n) space (HyperLogLog-style) with error analysis.,8
Derive and prove the time complexity of the Blossom algorithm for maximum matching in general (non-bipartite) graphs.,8
Design a parallel algorithm for suffix array construction (DC3/skew algorithm) and prove its O(n) work bound.,9
Prove the existence of an NP-intermediate problem under the assumption P is not NP (Ladner's theorem) and sketch the diagonalization construction.,8
Design a polynomial-time approximation scheme (PTAS) for the Euclidean traveling salesman problem and outline Arora's proof of correctness.,8
"Design a sharded, multi-tenant SaaS architecture with per-tenant data isolation, noisy-neighbor mitigation, and online resharding.",8
Design a real-time bidding (RTB) ad exchange system that must respond within 100ms p99 across geographically distributed exchanges.,8
Design the architecture for a global content delivery network with dynamic origin shielding and cache invalidation propagation under 1 second.,9
"Design a system for exactly-once event processing in a payment pipeline spanning Kafka, a database, and a third-party payment gateway.",7
Design a search autocomplete system serving 100k queries/sec with personalized ranking and sub-10ms latency.,9
"Design an architecture for a multiplayer game server handling authoritative state synchronization for 10,000 concurrent players with lag compensation.",8
Design a feature store architecture supporting both low-latency online serving and batch offline training with point-in-time correctness.,7
Design a system to detect and mitigate cascading failures in a microservice dependency graph with circuit breakers and adaptive concurrency limits.,7
Design the full architecture of a stock exchange matching engine capable of handling 1M orders/sec with deterministic ordering and disaster recovery.,9
"Design a planet-scale DNS system with anycast routing, DDoS mitigation, and sub-second failover, and formally justify its availability guarantees.",9
"Derive the backpropagation update rule for a transformer's multi-head self-attention layer including the Jacobian of the softmax, and identify where gradient instability arises.",9
"Explain why increasing model width and depth alone eventually leads to double descent, and derive the bias-variance decomposition that predicts this.",8
Design a mixture-of-experts routing mechanism with load-balancing auxiliary loss and prove why naive top-1 routing collapses to a subset of experts.,9
Derive the ELBO for a variational autoencoder and explain the reparameterization trick's role in enabling low-variance gradient estimates.,8
Explain the mathematical mechanism behind grokking in neural networks and connect it to the loss landscape's implicit regularization.,9
Derive the convergence rate of the Adam optimizer under non-convex smooth loss assumptions and identify why its second-moment estimate can cause non-convergence (as in the Reddi et al. counterexample).,9
"Design a constitutional-AI-style RLHF pipeline including reward model training, PPO fine-tuning, and KL-penalty tuning, and analyze reward hacking failure modes.",8
Prove a generalization bound for a neural network using the PAC-Bayes framework and interpret the role of the prior/posterior KL term.,9
Derive the diffusion model's reverse SDE from the forward noising process and show the equivalence between score matching and denoising objectives.,9
"Design a scaling-law extrapolation experiment to predict the loss of a 1-trillion-parameter model from smaller runs, addressing confounds like data repetition and tokenizer changes.",8
"Prove the universal approximation theorem for a single hidden-layer neural network with sigmoid activations, and discuss why this doesn't explain why depth helps in practice.",8
Derive the exact expression for the Neural Tangent Kernel of an infinite-width fully-connected network and explain what it implies about training dynamics.,8
Design a theoretical framework proving sample complexity lower bounds for in-context learning in transformers under a Bayesian meta-learning interpretation.,10
Prove convergence guarantees for federated averaging (FedAvg) under non-IID client data distributions with partial participation.,9
Design and prove correctness of a mechanistic-interpretability circuit-finding algorithm for identifying induction heads in a transformer.,9
Prove the Cayley-Hamilton theorem and use it to derive an O(n^3 log k) algorithm for computing A^k for an n x n matrix.,9
"Prove that the set of algebraic numbers is countable, and explain why this implies almost all real numbers are transcendental.",8
Prove the spectral theorem for real symmetric matrices and explain its role in PCA's optimality for variance maximization.,9
Prove that a bipartite graph has a perfect matching if and only if it satisfies Hall's marriage condition.,9
Derive the Cramer-Rao lower bound for an unbiased estimator and apply it to the variance of the MLE for a Poisson rate parameter.,7
Prove the Central Limit Theorem via characteristic functions for i.i.d. random variables with finite variance.,8
"Prove Godel's first incompleteness theorem via the construction of a self-referential arithmetic sentence, explaining the role of the diagonal lemma.",7
Prove the Riemann rearrangement theorem and construct an explicit rearrangement of the alternating harmonic series that converges to an arbitrary target value.,9
"Explain why P vs NP is closely tied to a specific circuit lower bound conjecture, and why current techniques (natural proofs) are believed insufficient to resolve it.",8
Prove the Banach fixed-point theorem and use it to establish existence and uniqueness of solutions to a first-order ODE (Picard-Lindelof).,8
Prove the strong duality theorem for linear programming and derive the KKT conditions as its nonlinear generalization.,8
"State and prove the Chinese Remainder Theorem in its ring-theoretic generality, and explain its role in RSA key generation efficiency.",9
"Prove that every finite integral domain is a field, and use it to justify why arithmetic modulo a prime forms a field.",8
"Prove the Cook-Levin theorem: that Boolean satisfiability (SAT) is NP-complete, by reducing an arbitrary NP language to SAT via a Turing machine tableau construction.",9
Prove Yao's principle for lower-bounding randomized algorithm complexity and apply it to show a lower bound for comparison-based sorting under adversarial distributions.,9
Prove the Ax-Grothendieck theorem (an injective polynomial map from C^n to C^n is surjective) using the compactness theorem from model theory.,7
"Explain why a proof of the Yang-Mills mass gap conjecture remains an open Millennium Prize Problem, and outline the mathematical obstacles to a rigorous construction.",8
Design a padding oracle attack against a CBC-mode encryption scheme and derive the number of queries needed to decrypt a block.,7
Explain the mathematical structure of the ECDSA nonce-reuse vulnerability and derive the private key recovery equation given two signatures with the same nonce.,7
Design a formally verified TLS 1.3 handshake state machine and identify which downgrade attacks it must be proven to reject.,9
Explain how lattice-based cryptography (e.g. Kyber) achieves post-quantum security and derive the hardness assumption it relies on (LWE).,8
"Design a zero-knowledge proof protocol (e.g. zk-SNARK) for proving knowledge of a Sudoku solution without revealing it, including the arithmetic circuit construction.",9
Prove that textbook RSA encryption is malleable and design a chosen-ciphertext attack exploiting this against a naive signature scheme.,9
Design a secure multi-party computation protocol for computing the median of private inputs from n parties without revealing individual values.,8
Explain the mathematics of Shor's algorithm for integer factorization and derive why it breaks RSA in polynomial time on a quantum computer.,7
"Design a side-channel-resistant implementation of AES that defends against cache-timing attacks, and prove why naive table-lookup implementations leak key bits.",8
"Formally define and construct a homomorphic encryption scheme supporting one multiplication and unlimited additions (somewhat homomorphic), and explain noise growth management.",9
Design a Byzantine-resilient federated learning aggregation rule (e.g. Krum) and prove its resistance to a bounded number of malicious clients.,9
Design a type inference algorithm (Hindley-Milner) for a small functional language and prove its principal type property.,9
"Implement an optimizing compiler pass performing SSA-based dead code elimination and constant propagation, and prove it preserves program semantics.",9
"Design a garbage collector using generational mark-and-sweep with a write barrier, and analyze its worst-case pause time.",7
Design a dependent type system supporting Pi and Sigma types and explain how it prevents a specific class of runtime errors that simple types cannot.,9
Prove type soundness (progress and preservation) for a simply typed lambda calculus with references.,8
Design a JIT compiler's inline caching mechanism for dynamic method dispatch and analyze its amortized speedup versus polymorphic call sites.,7
Design a linear type system for a systems programming language that statically prevents use-after-free without a garbage collector.,9
"Explain how continuation-passing style transformation enables implementing first-class exceptions and coroutines, with a formal CPS translation.",7
"Design an algorithm for register allocation via graph coloring, and prove why the problem is NP-hard in general but tractable with chordal interference graphs.",7
"Design a session-typed communication protocol ensuring deadlock-freedom for a set of concurrently communicating processes, with a formal proof sketch.",9
Design the internal architecture of an LSM-tree storage engine including compaction strategy trade-offs (leveled vs tiered) and write amplification analysis.,9
"Explain how MVCC with snapshot isolation can still permit write skew anomalies, and design a serializable snapshot isolation (SSI) mechanism to prevent it.",8
"Design a B+ tree with copy-on-write pages for crash-consistent storage, and explain how it enables lock-free readers during writer updates.",7
"Design a query optimizer's cost-based join ordering algorithm using dynamic programming, and explain why it becomes intractable beyond roughly 15 tables.",7
"Explain how a write-ahead log combined with checkpointing guarantees ARIES-style crash recovery, detailing the analysis, redo, and undo passes.",8
Design a distributed SQL query engine that pushes down predicates and aggregations to a sharded storage layer while preserving transactional consistency.,8
Design a vectorized execution engine for OLAP queries and analyze how SIMD and cache-line alignment affect throughput versus row-at-a-time execution.,9
Design a formally correct two-phase locking protocol variant that guarantees strict serializability while minimizing lock contention via predicate locking.,8
